yprr,weighted_opportunity,aging_curve_position,feature_season,route_participation,total_points_t,dakota,air_yards_share,ppg_t_minus_1,ppg_t,is_dual_threat,age,pass_attempts,cpoe,dropback_count,depth_chart_position,games_t,snap_share_t_minus_1,target_share_nfl,snap_share,ppg_t_minus_2,epa_per_dropback,player_id,team,tprr,aging_curve_value,position,avg_ppg_t1_t2
,0.321949750328422,,2019,,88.7,,0.24601132269686052,9.814285714285715,5.54375,False,34.0,0,,,WR,16,0.5571428571428572,0.09982788296041308,0.5711764705882354,,,00-0025396,NO,,0.28,WR,1.4
,0.05621633850510123,,2018,,79.0,,-0.0016357688113413304,,13.166666666666666,False,32.0,0,,,RB,6,,0.03824091778202677,0.49666666666666676,,,00-0025399,LV,,0.0,RB,11.733333333333334
,0.1624566733783978,,2018,,80.10000000000001,,0.0823960880195599,,8.9,False,33.0,0,,,TE,9,,0.06985294117647059,0.7877777777777778,,,00-0025418,CAR,,0.7,TE,6.867857142857143
,0.30548628671464695,,2019,,123.7,,0.14355183816378136,8.9,8.835714285714285,False,34.0,0,,,TE,14,0.7877777777777778,0.13666666666666666,0.8157142857142857,,,00-0025418,CAR,,0.6,TE,4.9
,0.38921265995897236,,2018,,127.42,,0.1668555240793201,,8.494666666666667,False,33.0,1,62.15514838695526,,WR,15,,0.18160919540229886,0.7733333333333333,,2.501789590693079,00-0026035,MIA,,0.4,WR,8.485333333333333
,0.3792006269592476,,2019,,140.56,,0.16379310344827586,8.494666666666667,9.370666666666667,False,34.0,1,52.93945372104645,,WR,15,0.7733333333333333,0.17636363636363636,0.6373333333333334,,1.9585355066228658,00-0026035,DET,,0.28,WR,8.1
,0.26494776715314994,,2020,,106.4,,0.11399387129724209,9.370666666666667,7.6000000000000005,False,35.0,0,,,WR,14,0.6373333333333334,0.12343470483005367,0.5078571428571429,8.494666666666667,,00-0026035,DET,,0.16,WR,8.6
,0.0026179297796947664,,2018,,354.96000000000004,,0.00019212295869356388,,22.185000000000002,False,33.0,608,4.172390155230862,,QB,16,,0.0016556291390728477,0.989375,,7.548664550329407,00-0026143,ATL,,1.0,QB,17.737583333333333
,0.0,,2019,,267.34000000000003,,0.0,22.185000000000002,17.82266666666667,False,34.0,616,2.137204855227871,,QB,15,0.989375,0.0,0.9773333333333334,,1.1823689989335715,00-0026143,ATL,,0.92,QB,15.382720588235294
,0.0,,2020,,282.44,,0.0,17.82266666666667,17.6525,False,35.0,626,1.105596004502188,,QB,16,0.9773333333333334,0.0,0.9918750000000001,22.185000000000002,4.223118300765876,00-0026143,ATL,,0.84,QB,13.026470588235293
,0.0,,2021,,222.92,,0.0,17.6525,13.112941176470587,False,36.0,560,1.2546745938666797,,QB,17,0.9918750000000001,0.0,0.9705882352941176,17.82266666666667,0.372399517600024,00-0026143,ATL,,0.76,QB,12.94
