player_id,origin,position,origin_points,origin_label_source,total_points_t,ppg_t,games_t,age,observed_history_seasons,draft_visible,draft_season,draft_round,draft_pick,nfl_years_since_draft,exclusion_reason,prior_seasons_checked,prior_no_record_seasons
00-0032392,2016,TE,64.10000000000001,artifact_row,82.60000000000001,5.1625000000000005,16,22.0,1,True,2016.0,3.0,81.0,1.0,,1,0
00-0032394,2016,TE,6.2,artifact_row,6.2,2.066666666666667,3,23.0,1,True,2016.0,3.0,94.0,1.0,,1,0
00-0032429,2016,TE,34.2,artifact_row,34.2,3.4200000000000004,10,24.0,1,True,2016.0,6.0,184.0,1.0,,1,0
00-0032430,2016,TE,1.4,artifact_row,1.4,0.7,2,23.0,1,True,2016.0,6.0,188.0,1.0,,1,0
00-0033080,2016,TE,26.5,artifact_row,34.7,4.3375,8,23.0,1,True,2016.0,4.0,138.0,1.0,,1,0
00-0033110,2016,TE,25.5,artifact_row,25.5,2.125,12,23.0,1,True,2016.0,4.0,110.0,1.0,,1,0
00-0033112,2016,TE,0.0,artifact_row,0.0,0.0,2,23.0,1,True,2016.0,6.0,177.0,1.0,,1,0
00-0030990,2016,WR,40.8,artifact_row,40.8,4.08,10,25.0,3,True,2014.0,3.0,86.0,3.0,,3,0
00-0031001,2016,WR,36.1,artifact_row,36.1,2.25625,16,25.0,3,True,2014.0,7.0,236.0,3.0,,3,0
00-0031021,2016,WR,1.8,artifact_row,1.8,0.9,2,26.0,2,True,2014.0,5.0,176.0,3.0,,3,1
00-0031025,2016,WR,6.200000000000001,artifact_row,7.200000000000001,2.4000000000000004,3,25.0,3,True,2014.0,7.0,218.0,3.0,,3,0
00-0031060,2016,WR,13.4,artifact_row,13.4,1.2181818181818185,11,23.0,3,True,2014.0,4.0,124.0,3.0,,3,0
00-0031068,2016,WR,16.6,artifact_row,16.6,1.3833333333333335,12,26.0,3,True,2014.0,5.0,142.0,3.0,,3,0
00-0031189,2016,WR,9.8,artifact_row,14.3,3.575,4,24.0,2,True,2014.0,6.0,189.0,3.0,,3,1
00-0031257,2016,WR,47.8,artifact_row,82.4,5.493333333333334,15,24.0,3,True,2014.0,2.0,45.0,3.0,,3,0
00-0031268,2016,WR,28.200000000000003,artifact_row,28.200000000000003,4.028571428571429,7,25.0,3,True,2014.0,6.0,196.0,3.0,,3,0
00-0031291,2016,WR,23.0,artifact_row,23.0,1.9166666666666667,12,25.0,2,True,2014.0,7.0,239.0,3.0,,3,1
00-0031310,2016,WR,3.0,artifact_row,3.0,1.5,2,25.0,3,True,2014.0,5.0,146.0,3.0,,3,0
00-0031315,2016,WR,0.0,no_record_zero,0.0,,0,24.0,1,True,2014.0,6.0,190.0,3.0,,3,2
00-0031326,2016,WR,0.0,no_record_zero,0.0,,0,25.0,2,True,2014.0,4.0,106.0,3.0,,3,1
00-0031327,2016,WR,0.0,no_record_zero,0.0,,0,27.0,2,True,2014.0,4.0,123.0,3.0,,3,1
00-0031344,2016,WR,9.8,artifact_row,15.6,1.4181818181818182,11,24.0,3,True,2014.0,2.0,56.0,3.0,,3,0
00-0031545,2016,WR,38.6,artifact_row,38.6,9.65,4,24.0,1,True,2015.0,1.0,7.0,2.0,,2,1
00-0031549,2016,WR,88.0,artifact_row,87.9,5.86,15,23.0,2,True,2015.0,1.0,20.0,2.0,,2,0
00-0031560,2016,WR,27.1,artifact_row,27.1,4.516666666666667,6,22.0,2,True,2015.0,3.0,70.0,2.0,,2,0
00-0031570,2016,WR,51.0,artifact_row,69.1,4.31875,16,25.0,2,True,2015.0,4.0,107.0,2.0,,2,0
00-0031600,2016,WR,11.6,artifact_row,18.6,1.86,10,24.0,2,True,2015.0,5.0,175.0,2.0,,2,0
00-0031934,2016,WR,3.0,artifact_row,3.0,1.5,2,24.0,2,True,2015.0,2.0,37.0,2.0,,2,0
00-0031953,2016,WR,0.0,artifact_row,0.0,0.0,3,24.0,2,True,2015.0,6.0,186.0,2.0,,2,0
00-0031954,2016,WR,0.0,no_record_zero,0.0,,0,23.0,1,True,2015.0,6.0,187.0,2.0,,2,1
00-0031962,2016,WR,0.0,artifact_row,0.0,0.0,3,24.0,2,True,2015.0,7.0,238.0,2.0,,2,0
00-0032054,2016,WR,90.9,artifact_row,101.1,6.739999999999999,15,23.0,1,True,2015.0,1.0,26.0,2.0,,2,1
00-0032055,2016,WR,86.10000000000001,artifact_row,86.10000000000001,6.15,14,22.0,2,True,2015.0,2.0,41.0,2.0,,2,0
00-0032064,2016,WR,0.0,artifact_row,3.3000000000000003,3.3000000000000003,1,25.0,1,True,2015.0,4.0,132.0,2.0,,2,1
00-0032070,2016,WR,0.0,artifact_row,0.0,0.0,1,24.0,1,True,2015.0,7.0,234.0,2.0,,2,1
00-0032115,2016,WR,0.0,no_record_zero,0.0,,0,24.0,1,True,2015.0,6.0,184.0,2.0,,2,1
00-0032123,2016,WR,0.0,no_record_zero,0.0,,0,24.0,1,True,2015.0,7.0,245.0,2.0,,2,1
00-0032128,2016,WR,87.5,artifact_row,100.9,5.935294117647059,17,24.0,2,True,2015.0,3.0,76.0,2.0,,2,0
00-0032166,2016,WR,77.9,artifact_row,83.3,4.8999999999999995,17,23.0,2,True,2015.0,3.0,87.0,2.0,,2,0
