player_id,origin,position,origin_points,origin_label_source,total_points_t,ppg_t,games_t,age,observed_history_seasons,draft_visible,draft_season,draft_round,draft_pick,nfl_years_since_draft,exclusion_reason,prior_seasons_checked,prior_no_record_seasons,policy_1,persistence_1,policy_2,persistence_2,policy_3,persistence_3,future_sum,future_year1,persistence_sum,label_sources,realized_sum,contributor_any,appeared,any_no_record,horizon,realized_points,rank_future_sum,rank_future_year1,rank_origin_points,rank_draft,rank_persistence
00-0033949,2018,QB,0.82,artifact_row,0.82,0.1639999999999999,5,23.0,1,True,2017.0,4.0,135.0,2.0,,2,1,17.251971187872584,0.4845131881995306,9.886375109579228,0.4081588205194654,20.40060282169564,0.3530378136533602,30.28697793127487,17.251971187872584,0.7611966341728256,artifact_row+no_record_zero,0.0,False,False,True,23,0.0,2.0,1.0,2.0,3.0,3.0
00-0033958,2018,QB,12.84,artifact_row,12.84,3.21,4,24.0,2,True,2017.0,5.0,171.0,2.0,,2,0,13.054417114354209,7.586767483514603,13.747635976514667,6.391169823743825,17.55694440397366,5.528055521108714,31.304580380488325,13.054417114354209,11.919225344852538,artifact_row+artifact_row,2.1,False,True,False,23,2.1,1.0,4.0,1.0,5.0,1.0
00-0034369,2018,QB,-2.2,artifact_row,-2.2,-2.2,1,23.0,1,True,2018.0,4.0,108.0,1.0,,1,0,1.486180454087572,-1.2999134317548384,-0.4948152160844373,-1.0950602501741755,8.538737347565291,-0.94717462199682,8.043922131480855,1.486180454087572,-2.0422348721709955,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,7.0,7.0,8.0,2.0,8.0
00-0032393,2018,RB,4.9,artifact_row,4.9,2.45,2,24.0,3,True,2016.0,3.0,90.0,3.0,,3,0,8.940531634429242,2.5018304287150004,7.509074889854876,1.818302859704632,8.025293528688302,1.2902147733775275,15.534368418543178,8.940531634429242,3.1085176330821596,artifact_row+no_record_zero,12.7,False,True,True,23,12.7,26.0,25.0,23.0,5.0,24.0
00-0032404,2018,RB,6.5,artifact_row,6.5,0.7222222222222222,9,25.0,3,True,2016.0,4.0,119.0,3.0,,3,0,9.33819658489928,3.318754650336225,7.977616423152331,2.4120344057306338,6.6846680097243345,1.7115093932559038,14.662284432876666,9.33819658489928,4.123543798986537,artifact_row+no_record_zero,26.1,False,True,True,23,26.1,27.0,24.0,21.0,7.0,23.0
00-0032411,2018,RB,41.5,artifact_row,62.0,8.857142857142858,7,24.0,2,True,2016.0,4.0,134.0,3.0,,3,1,71.95628623597568,31.655813587822458,52.01978272575444,23.007097408507583,39.82605251656726,16.32516652028708,91.8458352423217,71.95628623597568,39.33226392879466,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,8.0,7.0,10.0,10.5,8.0
00-0032417,2018,RB,0.0,no_record_zero,0.0,,0,24.0,2,True,2016.0,5.0,149.0,3.0,,3,1,6.72032901497367,0.0,5.10255286070839,0.0,7.227927450015707,0.0,12.330480310724097,6.72032901497367,0.0,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,28.0,27.0,33.5,14.0,33.5
00-0032450,2018,RB,4.6000000000000005,artifact_row,15.400000000000002,2.2,7,24.0,3,True,2016.0,7.0,236.0,3.0,,3,0,15.549287186001676,7.862895633104288,11.564975582986452,5.714666130500272,10.491439977582685,4.054960716329373,22.056415560569135,15.549287186001676,9.769626846829645,artifact_row+artifact_row,6.3,False,True,False,23,6.3,21.0,21.0,24.0,32.0,16.0
00-0032794,2018,RB,1.2,artifact_row,1.2,0.6,2,25.0,3,True,2016.0,6.0,197.0,3.0,,3,0,0.0,0.6126931662159184,1.3860131702394225,0.4452986595195016,3.616032550440968,0.3159709649087822,5.002045720680391,0.0,0.7612696244282837,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,35.0,36.5,27.0,25.0,28.0
00-0032804,2018,RB,0.0,no_record_zero,0.0,,0,26.0,2,True,2016.0,7.0,237.0,3.0,,3,1,1.3174103810260596,0.0,1.565534627658699,0.0,3.3553871005157343,0.0,4.9209217281744335,1.3174103810260596,0.0,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,36.0,34.0,33.5,33.0,33.5
00-0032897,2018,RB,1.5,artifact_row,3.4000000000000004,0.3777777777777778,9,26.0,3,True,2016.0,6.0,198.0,3.0,,3,0,4.781467101430237,1.735963970945103,3.2846378228700384,1.2616795353052548,4.053613607862531,0.8952510672415498,7.338251430732569,4.781467101430237,2.1569306025468045,artifact_row+artifact_row,4.6,False,True,False,23,4.6,34.0,29.0,26.0,26.0,26.0
00-0032940,2018,RB,8.4,artifact_row,11.4,1.425,8,25.0,3,True,2016.0,5.0,143.0,3.0,,3,0,19.46841256854921,5.8205850790512255,12.8223238118348,4.230337265435265,9.360590352770908,3.001724166633432,22.182914164605705,19.46841256854921,7.232061432068697,artifact_row+no_record_zero,17.1,False,True,True,23,17.1,20.0,19.0,20.0,13.0,20.0
00-0032956,2018,RB,14.7,artifact_row,25.700000000000003,1.9769230769230772,13,25.0,3,True,2016.0,6.0,176.0,3.0,,3,0,27.66316073192913,13.121845309790924,17.907688233414007,9.53681295804266,12.95540169582724,6.7670448317964205,30.863089929241248,27.66316073192913,16.30385778983908,artifact_row+artifact_row,15.600000000000001,False,True,False,23,15.600000000000001,17.0,17.0,14.0,20.5,13.0
00-0032975,2018,RB,1.1,artifact_row,1.1,0.3666666666666666,3,24.0,2,True,2016.0,5.0,156.0,3.0,,3,1,6.019995404218079,0.5616354023645919,8.081715484604462,0.4081904378928764,7.972794942236658,0.2896400511663837,16.05451042684112,6.019995404218079,0.6978304890592602,artifact_row+artifact_row,20.799999999999997,False,True,False,23,20.799999999999997,25.0,28.0,28.0,15.5,29.0
00-0033049,2018,RB,0.0,artifact_row,1.6,0.8,2,25.0,1,True,2016.0,6.0,216.0,3.0,,3,2,4.1704167476402665,0.8169242216212247,5.55894794013617,0.5937315460260022,6.077599144079303,0.4212946198783763,11.636547084215472,4.1704167476402665,1.0150261659043784,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,29.0,30.0,33.5,30.0,27.0
00-0033295,2018,RB,79.4,artifact_row,85.9,10.7375,8,24.0,2,True,2017.0,6.0,188.0,2.0,,2,0,95.44791496468793,43.8586191482895,66.16967743813785,31.87596237727099,49.45402015718094,22.61825490472033,115.62369759531879,95.44791496468793,54.494217281991325,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,7.0,2.0,3.0,23.0,4.0
00-0033296,2018,RB,13.4,artifact_row,15.0,1.6666666666666667,9,24.0,2,True,2017.0,6.0,192.0,2.0,,2,0,14.55198039651882,7.658664577698981,11.467053892373151,5.5662332439937705,10.390730209916097,3.949637061359778,21.857784102289248,14.55198039651882,9.515870305353548,artifact_row+artifact_row,16.9,False,True,False,23,16.9,22.0,22.0,15.0,24.0,17.0
00-0033304,2018,RB,0.0,no_record_zero,0.0,,0,24.0,1,True,2017.0,7.0,238.0,2.0,,2,1,3.5946134211342273,0.0,3.885077485279663,0.0,5.695495312180613,0.0,9.580572797460276,3.5946134211342273,0.0,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,30.0,31.0,33.5,34.0,33.5
00-0033567,2018,RB,10.7,artifact_row,15.6,3.12,5,23.0,2,True,2017.0,5.0,156.0,2.0,,2,0,20.9738900993452,7.965011160806941,16.166760360653267,5.788882573753521,14.495025287029517,4.107622543814169,30.661785647682784,20.9738900993452,9.89650511756769,artifact_row+artifact_row,78.80000000000001,False,True,False,23,78.80000000000001,19.0,18.0,18.5,15.5,15.0
00-0033581,2018,RB,0.0,artifact_row,-0.0999999999999998,-0.0999999999999998,1,26.0,2,True,2017.0,6.0,203.0,2.0,,2,0,0.0,-0.0510577638513264,0.5250403735371278,-0.037108221626625,2.0717220815335144,-0.0263309137423984,2.5967624550706425,0.0,-0.0634391353690234,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,37.0,36.5,33.5,28.0,37.0
00-0033596,2018,RB,0.0,artifact_row,0.0,0.0,3,24.0,2,True,2017.0,7.0,252.0,2.0,,2,0,1.552782080843706,0.0,2.85656088541972,0.0,5.151494746386293,0.0,8.008055631806013,1.552782080843706,0.0,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,33.0,33.0,33.5,37.0,33.5
00-0033789,2018,RB,10.9,artifact_row,10.9,1.8166666666666669,6,24.0,1,True,2017.0,5.0,179.0,2.0,,2,1,19.284796782526715,5.565296259794593,17.10896263175518,4.04479615730214,13.603943597402996,2.8700695979214386,30.712906229158175,19.284796782526715,6.914865755223579,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,18.0,20.0,17.0,22.0,22.0
00-0033796,2018,RB,0.0,no_record_zero,0.0,,0,24.0,1,True,2017.0,7.0,240.0,2.0,,2,1,3.035259922644881,0.0,3.5959519936566986,0.0,5.356039381774791,0.0,8.95199137543149,3.035259922644881,0.0,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,31.0,32.0,33.5,35.0,33.5
00-0033925,2018,RB,10.7,artifact_row,11.0,5.5,2,22.0,2,True,2017.0,3.0,89.0,2.0,,2,0,40.64749259777878,5.616354023645919,29.7441904471825,4.0819043789287655,24.59823499142482,2.8964005116638374,54.34242543860732,40.64749259777878,6.978304890592603,artifact_row+artifact_row,101.5,False,True,False,23,101.5,15.0,14.0,18.5,4.0,21.0
00-0033950,2018,RB,34.5,artifact_row,44.5,3.423076923076923,13,24.0,2,True,2017.0,4.0,140.0,2.0,,2,0,54.61402986021616,22.720704913840315,43.17611927638263,16.513158623848184,27.292506358281088,11.71725661536734,70.46862563466371,54.61402986021616,28.230415239215525,artifact_row+artifact_row,143.6,True,True,False,23,143.6,14.0,10.0,11.0,12.0,11.0
00-0033955,2018,RB,0.4,artifact_row,0.4,0.4,1,23.0,2,True,2017.0,5.0,162.0,2.0,,2,0,0.1643942562726142,0.2042310554053061,3.1393439289255114,0.1484328865065005,5.76254851604798,0.105323654969594,8.901892444973491,0.1643942562726142,0.2537565414760945,artifact_row+artifact_row,117.5,False,True,False,23,117.5,32.0,35.0,29.0,17.0,30.0
00-0034164,2018,RB,47.1,artifact_row,48.7,4.058333333333334,12,24.0,1,True,2018.0,6.0,204.0,1.0,,1,0,51.484037533725534,24.86513099559603,43.06808615832683,18.071703932166443,29.98349750945519,12.823154992548082,73.05158366778201,51.484037533725534,30.894858924714526,artifact_row+artifact_row,8.3,False,True,False,23,8.3,12.0,11.0,9.0,29.0,10.0
00-0034331,2018,RB,78.3,artifact_row,89.5,9.944444444444445,9,22.0,1,True,2018.0,5.0,165.0,1.0,,1,0,100.97421201658064,45.69669864693726,84.82033645782542,33.2118583558295,67.12723243248192,23.56616779944667,151.94756889030734,100.97421201658064,56.778026155276166,artifact_row+artifact_row,21.700000000000003,False,True,False,23,21.700000000000003,1.0,1.0,4.0,18.0,3.0
00-0034378,2018,RB,97.7,artifact_row,97.7,7.515384615384615,13,23.0,1,True,2018.0,4.0,126.0,1.0,,1,0,87.39452006528536,49.883435282746035,77.11053734122382,36.25473252921276,57.17721560185314,25.725302726323353,134.28775294307695,87.39452006528536,61.98003525553611,artifact_row+artifact_row,54.7,False,True,False,23,54.7,3.0,4.0,1.0,8.0,2.0
00-0034400,2018,RB,56.8,artifact_row,61.00000000000001,4.066666666666667,15,24.0,1,True,2018.0,5.0,169.0,1.0,,1,0,59.98400635988225,31.145235949309196,52.37729128438074,22.636015192241334,35.64448493758821,16.0618573828631,88.02177622196895,59.98400635988225,38.697872575104434,artifact_row+artifact_row,61.3,False,True,False,23,61.3,9.0,9.0,8.0,19.0,9.0
00-0034414,2018,RB,0.0,artifact_row,0.0,0.0,3,23.0,1,True,2018.0,6.0,201.0,1.0,,1,0,7.601413327330534,0.0,10.873762459994715,0.0,10.271461878143825,0.0,21.14522433813854,7.601413327330534,0.0,artifact_row+artifact_row,184.3,False,True,False,23,184.3,23.0,26.0,33.5,27.0,33.5
00-0034427,2018,RB,3.4000000000000004,artifact_row,3.6000000000000005,1.2000000000000002,3,24.0,1,True,2018.0,7.0,226.0,1.0,,1,0,9.847230355960614,1.838079498647756,10.406205759782267,1.3358959785585052,9.689439294369796,0.947912894726347,20.095645054152065,9.847230355960614,2.283808873284852,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,24.0,23.0,25.0,31.0,25.0
00-0034440,2018,RB,60.1,artifact_row,67.2,6.109090909090909,11,22.0,1,True,2018.0,7.0,251.0,1.0,,1,0,75.61581501219209,34.31081730809144,67.24943621497005,24.93672493309209,51.295029104133064,17.694374034891805,118.54446531910311,75.61581501219209,42.631098967983895,artifact_row+artifact_row,136.10000000000002,False,True,False,23,136.10000000000002,5.0,6.0,6.0,36.0,6.0
00-0034679,2018,RB,12.5,artifact_row,12.5,1.25,10,21.0,1,True,2018.0,4.0,112.0,1.0,,1,0,40.109680665804945,6.382220481415818,40.63747777818474,4.638527703328142,31.32435223270123,3.291364217799815,71.96183001088596,40.109680665804945,7.9298919211279575,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,13.0,15.0,16.0,6.0,18.0
00-0034681,2018,RB,59.3,artifact_row,63.1,3.94375,16,22.0,1,True,2018.0,4.0,134.0,1.0,,1,0,71.84551333627915,32.21744899018705,68.39579492851584,23.41528784640046,49.71099456763134,16.614806571453467,118.10678949614717,71.84551333627915,40.03009441785393,artifact_row+artifact_row,306.8,True,True,False,23,306.8,6.0,8.0,7.0,10.5,7.0
00-0034750,2018,RB,69.8,artifact_row,73.3,5.235714285714286,14,22.0,1,True,2018.0,1.0,27.0,1.0,,1,0,77.00011105614362,37.42534090302236,71.6263343866754,27.200326452316222,53.25139793243981,19.300559773178115,124.87773231911521,77.00011105614362,46.50088622549434,artifact_row+artifact_row,98.2,False,True,False,23,98.2,4.0,5.0,5.0,1.0,5.0
00-0034799,2018,RB,33.9,artifact_row,37.7,3.141666666666667,12,23.0,1,True,2018.0,4.0,131.0,1.0,,1,0,49.69343474041074,19.248776971950107,44.173957823361896,13.989799553237678,31.615278782169455,9.926754480884243,75.78923660553136,49.69343474041074,23.916554034121923,artifact_row+artifact_row,90.7,False,True,False,23,90.7,11.0,12.0,12.0,9.0,12.0
00-0034808,2018,RB,6.300000000000001,artifact_row,12.1,2.4200000000000004,5,22.0,1,True,2018.0,6.0,176.0,1.0,,1,0,29.545811510199258,6.177989426010513,27.800006756084706,4.490094816821642,22.961525721617637,3.1860405628302213,50.761532477702346,29.545811510199258,7.676135379651864,no_record_zero+artifact_row,1.3,False,True,True,23,1.3,16.0,16.0,22.0,20.5,19.0
00-0034816,2018,RB,20.700000000000003,artifact_row,20.700000000000003,2.9571428571428577,7,21.0,1,True,2018.0,2.0,38.0,1.0,,1,0,44.348480014090214,10.568957117224596,42.16228078626679,7.681401876711405,34.01055330937978,5.4504991446764945,76.17283409564658,44.348480014090214,13.1319010213879,artifact_row+artifact_row,251.7,True,True,False,23,251.7,10.0,13.0,13.0,2.0,14.0
00-0034838,2018,RB,83.0,artifact_row,101.3,7.235714285714287,14,22.0,1,True,2018.0,3.0,71.0,1.0,,1,0,93.1832742136032,51.7215147813938,86.32713102050026,37.590628507771264,65.25158104902013,26.673215621049703,151.5787120695204,93.1832742136032,64.26384412882096,artifact_row+artifact_row,68.5,False,True,False,23,68.5,2.0,3.0,2.0,3.0,1.0
00-0032394,2018,TE,70.2,artifact_row,75.4,4.7125,16,25.0,3,True,2016.0,3.0,94.0,3.0,,3,0,60.69229804088064,42.75557183945416,53.508197799375566,33.724545567232035,41.454737802597606,26.498433901095837,94.96293560197317,60.69229804088064,60.22297946832787,artifact_row+artifact_row,55.8,False,True,False,23,55.8,6.0,4.0,1.0,5.0,3.0
00-0032429,2018,TE,0.0,no_record_zero,0.0,,0,26.0,2,True,2016.0,6.0,184.0,3.0,,3,1,3.644631458149715,0.0,2.710654699742029,0.0,3.711607174378386,0.0,6.422261874120415,3.644631458149715,0.0,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,24.0,22.0,23.5,21.0,23.5
00-0032430,2018,TE,8.6,artifact_row,8.6,1.4333333333333331,6,25.0,3,True,2016.0,6.0,188.0,3.0,,3,0,10.386861610741544,4.876630209805117,11.550754162161546,3.846566205281107,8.995807006692482,3.0223677924326817,20.546561168854026,10.386861610741544,6.868933997713789,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,20.0,20.0,19.0,22.0,20.0
00-0033054,2018,TE,7.500000000000001,artifact_row,7.500000000000001,0.9375,8,24.0,1,True,2016.0,6.0,217.0,3.0,,3,2,19.766349490223053,4.2528751829695794,18.99864992768853,3.354563551117245,18.314938894698788,2.635785865493618,37.31358882238732,19.766349490223053,5.990349416610863,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,18.0,19.0,20.0,24.0,21.0
00-0033080,2018,TE,18.4,artifact_row,18.4,2.628571428571429,7,25.0,3,True,2016.0,4.0,138.0,3.0,,3,0,23.16474398154772,10.433720448885367,23.4843285605658,8.229862578740974,18.463281514118,6.466461323344343,41.947610074683794,23.16474398154772,14.696323902085318,artifact_row+no_record_zero,0.0,False,True,True,23,0.0,17.0,16.0,13.0,14.0,14.0
00-0033110,2018,TE,60.6,artifact_row,82.7,5.16875,16,25.0,3,True,2016.0,4.0,110.0,3.0,,3,0,65.68196693861512,46.89503701754455,59.674309338883575,36.98965409031947,47.4925760139316,29.063932143509625,107.16688535281517,65.68196693861512,66.0535862338291,artifact_row+artifact_row,244.6,False,True,False,23,244.6,4.0,3.0,5.0,9.0,1.0
00-0033112,2018,TE,0.0,artifact_row,0.0,0.0,1,25.0,2,True,2016.0,6.0,177.0,3.0,,3,1,0.2004915180699908,0.0,3.1558009096167687,0.0,4.321236002375607,0.0,7.477036911992376,0.2004915180699908,0.0,artifact_row+no_record_zero,2.0,False,True,True,23,2.0,22.0,23.0,23.5,20.0,23.5
00-0033117,2018,TE,0.0,artifact_row,0.0,0.0,2,27.0,2,True,2016.0,3.0,70.0,3.0,,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,25.0,25.0,23.5,4.0,23.5
00-0033528,2018,TE,15.1,artifact_row,15.1,1.8875,8,24.0,2,True,2017.0,5.0,154.0,2.0,,2,0,21.52720846137024,8.562455368378751,19.53105299348836,6.753854616249386,15.212565197752683,5.306715542527151,34.74361819124104,21.52720846137024,12.060570158776537,artifact_row+artifact_row,5.699999999999999,False,True,False,23,5.699999999999999,19.0,18.0,16.0,17.0,16.0
00-0033559,2018,TE,37.0,artifact_row,37.0,4.625,8,24.0,2,True,2017.0,4.0,127.0,2.0,,2,0,33.981045399029796,20.98085090264992,33.636858223331856,16.549180185511737,23.220749553795933,13.003210269768514,56.85760777712779,33.981045399029796,29.552390455280253,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,13.0,12.0,8.0,12.0,8.0
00-0033564,2018,TE,16.5,artifact_row,16.5,5.5,3,23.0,1,True,2017.0,5.0,145.0,2.0,,2,1,32.35895163945878,9.356325402533072,35.85089713721981,7.380039812457937,29.61204905866216,5.798728904085959,65.46294619588197,32.35895163945878,13.178768716543896,artifact_row+no_record_zero,2.5,False,True,True,23,2.5,11.0,14.0,15.0,15.0,15.0
00-0033576,2018,TE,9.8,artifact_row,9.8,1.4,7,24.0,2,True,2017.0,5.0,174.0,2.0,,2,0,9.217355326067622,5.5570902390802495,11.447366707093495,4.383296373459866,8.294793769863453,3.4440935309116605,19.742160476956947,9.217355326067622,7.827389904371527,artifact_row+artifact_row,21.400000000000002,False,True,False,23,21.400000000000002,21.0,21.0,18.0,19.0,19.0
00-0033798,2018,TE,0.0,artifact_row,0.0,0.0,1,25.0,1,True,2017.0,7.0,251.0,2.0,,2,1,0.0339390903343889,0.0,2.9829558642804583,0.0,4.059175212847892,0.0,7.04213107712835,0.0339390903343889,0.0,artifact_row+no_record_zero,0.0,False,True,True,23,0.0,23.0,24.0,23.5,25.0,23.5
00-0033858,2018,TE,63.8,artifact_row,63.8,5.316666666666667,12,23.0,2,True,2017.0,3.0,100.0,2.0,,2,0,56.18442121831592,36.177791556461216,58.18672138955788,28.536153941504026,46.574970686700176,22.42175176246571,104.76169207625806,56.18442121831592,50.957905703969736,artifact_row+artifact_row,205.3,False,True,False,23,205.3,5.0,6.0,4.0,7.0,5.0
00-0033896,2018,TE,17.8,artifact_row,22.1,3.6833333333333336,6,24.0,2,True,2017.0,2.0,45.0,2.0,,2,0,32.69612800758291,12.531805539150358,29.84733422891841,9.884780597292146,23.34982381251439,7.766782350321194,53.1971580414328,32.69612800758291,17.65156294761334,artifact_row+artifact_row,64.8,False,True,False,23,64.8,14.0,13.0,14.0,3.0,13.0
00-0033953,2018,TE,29.7,artifact_row,31.4,2.4153846153846157,13,23.0,1,True,2017.0,5.0,150.0,2.0,,2,1,46.41133354925439,17.805370766032635,43.206282506115855,14.044439400677527,39.77255081438236,11.03515682353328,82.97883332049821,46.41133354925439,25.079596224210807,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,8.0,9.0,10.0,16.0,11.0
00-0034159,2018,TE,35.6,artifact_row,35.6,8.9,4,22.0,1,True,2018.0,4.0,120.0,1.0,,1,0,60.44699883325358,20.1869808684956,67.03796294901102,15.922994989303186,53.585162121974875,12.511196908209705,120.62312507098589,60.44699883325358,28.43419189751289,artifact_row+artifact_row,108.2,False,True,False,23,108.2,3.0,5.0,9.0,10.0,9.0
00-0034270,2018,TE,12.7,artifact_row,12.7,3.1750000000000003,4,23.0,1,True,2018.0,5.0,157.0,1.0,,1,0,23.013442103520617,7.201535309828487,25.91291443532092,5.680394279891867,22.943104058596624,4.463264065569193,48.856018493917546,23.013442103520617,10.14365834546106,artifact_row+artifact_row,173.10000000000002,False,True,False,23,173.10000000000002,16.0,17.0,17.0,18.0,17.0
00-0034364,2018,TE,39.5,artifact_row,42.3,2.82,15,26.0,1,True,2018.0,3.0,98.0,1.0,,1,0,48.446819995454135,23.986216031948423,37.64373768956299,18.919738428301255,31.160132264029063,14.865832281384002,68.80386995359206,48.446819995454135,33.78557070968526,artifact_row+artifact_row,123.50000000000001,False,True,False,23,123.50000000000001,10.0,8.0,6.0,6.0,6.0
00-0034365,2018,TE,64.2,artifact_row,81.30000000000001,8.13,10,22.0,1,True,2018.0,4.0,101.0,1.0,,1,0,79.67008084243744,46.10116698339024,81.29875708522567,36.36346889411094,66.33680192517596,28.571918781950817,147.63555901040164,79.67008084243744,64.93538767606175,artifact_row+artifact_row,76.4,False,True,False,23,76.4,1.0,1.0,2.0,8.0,2.0
00-0034383,2018,TE,20.9,artifact_row,26.6,2.66,10,22.0,1,True,2018.0,4.0,137.0,1.0,,1,0,41.287890232390794,15.083530648932106,42.30565870555438,11.897518727962494,39.15177885269727,9.348253869617364,81.45743755825166,41.287890232390794,21.245772597579858,artifact_row+artifact_row,324.2,True,True,False,23,324.2,9.0,10.0,12.0,13.0,12.0
00-0034420,2018,TE,63.9,artifact_row,65.5,4.678571428571429,14,22.0,1,True,2018.0,6.0,211.0,1.0,,1,0,67.82943678019215,37.14177659793432,65.93801309931773,29.296521679757262,58.24316539079444,23.01919655864426,124.18117849011216,67.82943678019215,52.31571823840152,artifact_row+no_record_zero,7.3,False,True,True,23,7.3,2.0,2.0,3.0,23.0,4.0
00-0034798,2018,TE,6.6,artifact_row,11.0,1.375,8,23.0,1,True,2018.0,4.0,123.0,1.0,,1,0,24.550112999818825,6.237550268355382,25.2628700572401,4.9200265416386255,24.253856001293556,3.8658192693906392,49.516726058533656,24.550112999818825,8.785845811029265,artifact_row+artifact_row,118.3,False,True,False,23,118.3,15.0,15.0,21.0,11.0,18.0
00-0034829,2018,TE,37.4,artifact_row,40.2,2.871428571428571,14,23.0,1,True,2018.0,2.0,42.0,1.0,,1,0,52.5948448584708,22.795410980716944,48.61313438628127,17.98046063398843,44.215043673438416,14.127812239045792,92.82817805971968,52.5948448584708,32.108272873034224,artifact_row+artifact_row,310.4,True,True,False,23,310.4,7.0,7.0,7.0,2.0,7.0
00-0034830,2018,TE,29.0,artifact_row,35.3,3.53,10,25.0,1,True,2018.0,1.0,25.0,1.0,,1,0,39.932220525676954,20.016865861176814,34.38702549743902,15.788812447258495,27.8366315931966,12.40576547358996,62.22365709063562,39.932220525676954,28.194577920848456,artifact_row+artifact_row,196.10000000000002,False,True,False,23,196.10000000000002,12.0,11.0,11.0,1.0,10.0
00-0032398,2018,WR,42.4,artifact_row,46.3,2.8937500000000003,16,25.0,3,True,2016.0,4.0,107.0,3.0,,3,0,42.55143619458669,25.0266403713052,35.489007504492946,19.10760145203881,31.09338886472389,14.646816159412184,66.58239636921684,42.55143619458669,33.754417611451,artifact_row+artifact_row,42.9,False,True,False,23,42.9,18.0,17.0,14.0,16.0,14.0
00-0032423,2018,WR,0.0,artifact_row,0.0,0.0,2,25.0,3,True,2016.0,5.0,163.0,3.0,,3,0,0.0,0.0,0.2348003228717736,0.0,0.9017826780243364,0.0,1.13658300089611,0.0,0.0,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,47.0,47.0,41.0,29.0,42.5
00-0032775,2018,WR,58.9,artifact_row,78.5,5.233333333333333,15,24.0,3,True,2016.0,4.0,126.0,3.0,,3,0,65.87799549748495,42.43177687143539,57.207640763813416,32.39625732149129,50.10954292829462,24.833154827513095,107.31718369210805,65.87799549748495,57.22941214900439,artifact_row+artifact_row,160.3,False,True,False,23,160.3,9.0,7.0,10.0,22.0,7.0
00-0032791,2018,WR,72.3,artifact_row,72.3,7.23,10,26.0,3,True,2016.0,6.0,186.0,3.0,,3,0,58.386120853288475,39.080477296876154,46.07108431023486,29.83757202985758,33.79197266623632,22.871810115021617,79.86305697647117,58.386120853288475,52.7093821448792,artifact_row+artifact_row,130.8,False,True,False,23,130.8,14.0,11.0,6.0,34.0,8.0
00-0032795,2018,WR,37.0,artifact_row,37.0,3.7,10,24.0,3,True,2016.0,6.0,199.0,3.0,,3,0,25.17430011199917,19.99969100946636,20.832650244466212,15.269573514588249,16.282719116362095,11.704799090674962,37.11536936082831,25.17430011199917,26.974372605263213,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,25.0,23.0,15.0,37.0,17.0
00-0032951,2018,WR,69.5,artifact_row,71.2,4.746666666666667,15,23.0,3,True,2016.0,1.0,23.0,3.0,,3,0,59.64047015276851,38.48589188848661,56.44676810532875,29.383611736180633,53.888889025574855,22.523829601515065,110.3356571309036,59.64047015276851,51.9074413376957,artifact_row+artifact_row,90.4,False,True,False,23,90.4,8.0,10.0,7.0,3.0,9.0
00-0032959,2018,WR,4.5,artifact_row,4.5,0.75,6,26.0,3,True,2016.0,7.0,241.0,3.0,,3,0,0.3283644743831892,2.4323948525026653,0.6979680830535633,1.857110292314787,0.6684553777283807,1.423556646163171,1.3664234607819439,0.3283644743831892,3.280666938477958,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,45.0,44.0,30.0,46.0,31.0
00-0032966,2018,WR,12.6,artifact_row,12.6,1.575,8,24.0,3,True,2016.0,1.0,15.0,3.0,,3,0,18.683428171200767,6.810705587007463,13.860408361674512,5.199908818481403,11.079247101873989,3.9859586092568793,24.9396554635485,18.683428171200767,9.185867427738282,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,29.0,26.0,24.0,2.0,25.0
00-0033060,2018,WR,18.8,artifact_row,18.8,3.76,5,24.0,3,True,2016.0,3.0,86.0,3.0,,3,0,16.473022484545535,10.162005161566691,11.996855973164733,7.758594110115111,8.286440067701722,5.94730332174836,20.283296040866453,16.473022484545535,13.705897431863471,no_record_zero+no_record_zero,0.0,False,False,True,23,0.0,31.0,28.0,23.0,10.0,23.0
